,Player,Team,Pos.,Positional Value,Overall Value,Current APY,Value Over APY,Injury-Adjusted Value,Injury-Adjusted APY,Injury-Adjusted Value Over APY,2020 Cash Due,Value Over Cash
1497,Scott Simonson,Giants,TE,"$367,000","$864,000","$805,000","$59,000","$431,475","$754,688","($323,213)",Free Agent,
1498,Corey Ballentine,Giants,CB,"$240,000","$864,000","$676,398","$187,602","$458,772","$549,573","($90,801)","$675,000","$189,000"
1499,Isaac Nauta,Lions,TE,"$390,000","$863,000","$540,000","$323,000","$390,000","$540,000","($150,000)","$675,000","$188,000"
1500,Alex Bars,Bears,LG,"$813,000","$860,000","$540,000","$320,000","$813,000","$540,000","$273,000","$675,000","$185,000"
1501,Bilal Powell,Jets,RB,"$823,000","$860,000","$1,020,000","($160,000)","$907,958","$956,250","($48,292)",Free Agent,
1502,Wayne Gallman,Giants,RB,"$815,000","$860,000","$704,912","$155,088","$930,625","$660,855","$269,770","$825,000","$35,000"
1503,Taybor Pepper,Dolphins,LS,"$859,000","$859,000","$615,000","$244,000","$859,000","$615,000","$244,000",Free Agent,
1504,Michael Walker,Jaguars,WR,"$207,000","$858,000","$585,000","$273,000","$207,000","$585,000","($378,000)","$675,000","$183,000"
1505,Bo Scarbrough,Lions,RB,"$856,000","$856,000","$540,000","$316,000","$1,079,125","$506,250","$572,875","$675,000","$181,000"
1506,Jakeem Grant,Dolphins,WR,"$406,000","$853,000","$4,925,000","($4,072,000)","$889,863","$3,078,125","($2,188,262)","$3,780,000","($2,927,000)"
1507,Jamal Agnew,Lions,CB,"$150,000","$853,000","$664,594","$188,406","$156,202","$539,983","($383,781)","$825,000","$28,000"
1508,Derrius Guice,Redskins,RB,"$850,000","$850,000","$1,135,484","($285,484)","$2,717,938","$354,839","$2,363,099","$892,904","($42,904)"
1509,Reshad Jones,Dolphins,S,"$841,000","$841,000","$12,000,000","($11,159,000)","$2,956,000","$3,000,000","($44,000)",Free Agent,
1510,Cole Mazza,Chargers,LS,"$838,000","$838,000","$585,000","$253,000","$838,000","$585,000","$253,000","$675,000","$163,000"
1511,Diontae Spencer,Broncos,WR,"$182,000","$834,000","$501,000","$333,000","$182,000","$501,000","($319,000)","$675,000","$159,000"
1512,Darrell Henderson,Rams,RB,"$738,000","$833,000","$1,053,001","($220,001)","$792,356","$987,188","($194,832)","$686,916","$146,084"
1513,Dontae Johnson,49ers,CB,"$150,000","$829,000","$805,000","$24,000","$150,000","$805,000","($655,000)","$910,000","($81,000)"
1514,Bryan Anger,Texans,P,"$829,000","$829,000","$930,000","($101,000)","$829,000","$930,000","($101,000)","$3,250,000","($2,421,000)"
1515,Kyle Love,Panthers,34DT,"$727,000","$825,000","$1,350,000","($525,000)","$727,000","$1,350,000","($623,000)",Free Agent,
1516,Tim Patrick,Broncos,WR,"$790,000","$824,000","$570,000","$254,000","$2,954,357","$285,000","$2,669,357","$750,000","$74,000"
1517,Ito Smith,Falcons,RB,"$805,000","$823,000","$770,218","$52,782","$2,088,946","$336,970","$1,751,976","$750,000","$73,000"
1518,Clive Walford,Dolphins,TE,"$752,000","$821,000","$720,000","$101,000","$851,866","$675,000","$176,866",Free Agent,
1519,Myles Gaskin,Dolphins,RB,"$774,000","$821,000","$651,777","$169,223","$895,384","$611,041","$284,343","$675,000","$146,000"
1520,Laquon Treadwell,Vikings,WR,"$695,000","$819,000","$720,000","$99,000","$695,000","$720,000","($25,000)","$910,000","($91,000)"
1521,C.J. Prosise,Seahawks,RB,"$750,000","$813,000","$778,116","$34,884","$826,590","$729,484","$97,106",Free Agent,
1522,Eric Smith,Giants,LT,"$810,000","$810,000","$562,500","$247,500","$810,000","$562,500","$247,500","$750,000","$60,000"
1523,Christian Blake,Falcons,WR,"$358,000","$810,000","$540,000","$270,000","$358,000","$540,000","($182,000)","$675,000","$135,000"
1524,Deonte Harris,Saints,WR,"$215,000","$810,000","$588,333","$221,667","$235,063","$514,791","($279,728)","$675,000","$135,000"
1525,Donald Payne,Jaguars,ILB,"$247,000","$808,000","$645,000","$163,000","$247,000","$645,000","($398,000)",Free Agent,
1526,Matt Orzech,Jaguars,LS,"$803,000","$803,000","$585,667","$217,333","$803,000","$585,667","$217,333","$675,000","$128,000"
1527,Josh Robinson,Jaguars,CB,$0,"$802,000","$930,000","($128,000)",$0,"$930,000","($930,000)",Free Agent,
1528,Justin Hardy,Falcons,WR,"$570,000","$802,000","$895,000","($93,000)","$570,000","$895,000","($325,000)",Free Agent,
1529,Trent Harris,Dolphins,34OLB,"$751,000","$801,000","$495,000","$306,000","$1,057,614","$433,125","$624,489","$675,000","$126,000"
1530,Tony Bergstrom,Redskins,C,"$665,000","$800,000","$895,000","($95,000)","$665,000","$895,000","($230,000)",Free Agent,
1531,Derick Roberson,Titans,34OLB,"$722,000","$799,000","$585,000","$214,000","$1,042,979","$548,438","$494,541","$675,000","$124,000"
1532,Isaiah Ford,Dolphins,WR,"$783,000","$796,000","$570,000","$226,000","$783,000","$570,000","$213,000","$750,000","$46,000"
1533,Josh Bellamy,Jets,WR,"$219,000","$792,000","$2,500,000","($1,708,000)","$477,188","$1,093,750","($616,562)","$2,250,000","($1,458,000)"
1534,Eric Tomlinson,Raiders,TE,"$354,000","$791,000","$720,000","$71,000","$354,000","$720,000","($366,000)","$1,020,000","($229,000)"
1535,Jerald Hawkins,Buccaneers,RT,"$789,000","$789,000","$717,622","$71,378","$789,000","$717,622","$71,378",Free Agent,
1536,Mo Alexander,Bills,43OLB,"$180,000","$785,000","$1,000,000","($215,000)","$460,205","$437,500","$22,705",Free Agent,
1537,Tavon Austin,Cowboys,WR,"$680,000","$783,000","$1,750,000","($967,000)","$883,196","$1,531,250","($648,054)",Free Agent,
1538,Matt Pryor,Eagles,RG,"$659,000","$783,000","$648,196","$134,804","$659,000","$648,196","$10,804","$750,000","$33,000"
1539,Bradley Chubb,Broncos,34OLB,"$735,000","$782,000","$6,817,810","($6,035,810)","$7,154,813","$1,704,453","$5,450,360","$3,049,204","($2,267,204)"
1540,Patrick Chung,Patriots,S,"$732,000","$782,000","$7,000,000","($6,218,000)","$1,292,879","$5,687,500","($4,394,621)","$5,000,000","($4,218,000)"
1541,Geremy Davis,Chargers,WR,"$262,000","$767,000","$895,000","($128,000)","$453,330","$391,563","$61,767","$1,047,500","($280,500)"
1542,Ted Larsen,Bears,LG,"$655,000","$766,000","$1,020,000","($254,000)","$737,505","$956,250","($218,745)",Free Agent,
1543,Nate Hairston,Jets,CB,"$286,000","$765,000","$666,950","$98,050","$504,148","$625,266","($121,118)","$2,133,000","($1,368,000)"
1544,Lonnie Johnson Jr.,Texans,CB,"$261,000","$764,000","$1,303,533","($539,533)","$653,580","$1,140,591","($487,011)","$732,007","$31,993"
1545,David Njoku,Browns,TE,"$761,000","$761,000","$2,381,336","($1,620,336)","$2,678,188","$893,001","$1,785,187","$1,763,910","($1,002,910)"
1546,Lance Kendricks,Chargers,TE,"$677,000","$761,000","$930,000","($169,000)","$677,000","$930,000","($253,000)",Free Agent,
1547,Artie Burns,Steelers,CB,"$200,000","$761,000","$2,397,746","($1,636,746)","$255,318","$2,098,028","($1,842,710)","$1,047,500","($286,500)"
1548,Andre Roberts,Bills,WR,"$191,000","$758,000","$2,300,000","($1,542,000)","$207,673","$1,868,750","($1,661,077)","$1,500,000","($742,000)"
1549,Porter Gustin,Browns,43DE,"$607,000","$757,000","$540,000","$217,000","$607,000","$540,000","$67,000","$675,000","$82,000"
1550,Deion Calhoun,Dolphins,RG,"$666,000","$756,000","$588,333","$167,667","$666,000","$588,333","$77,667","$675,000","$81,000"
1551,Timmy Jernigan,Eagles,43DT,"$750,000","$753,000","$2,000,000","($1,247,000)","$1,720,227","$1,250,000","$470,227",Free Agent,
1552,Chris Lindstrom,Falcons,RG,"$695,000","$753,000","$3,677,189","($2,924,189)","$3,740,969","$1,149,122","$2,591,847","$1,163,580","($410,580)"
1553,Coleman Shelton,Rams,RG,"$620,000","$752,000","$495,000","$257,000","$620,000","$495,000","$125,000","$675,000","$77,000"
1554,Chris Reed,Panthers,C,"$680,000","$749,000","$1,487,500","($738,500)","$680,000","$1,487,500","($807,500)","$1,425,000","($676,000)"
1555,Jamar Taylor,Falcons,CB,"$258,000","$744,000","$805,000","($61,000)","$258,000","$805,000","($547,000)",Free Agent,
1556,Joseph Noteboom,Rams,LT,"$662,000","$744,000","$863,011","($119,011)","$2,925,214","$323,629","$2,601,585","$750,000","($6,000)"
1557,Jordan Willis,Jets,34OLB,"$672,000","$743,000","$904,350","($161,350)","$672,000","$904,350","($232,350)","$865,250","($122,250)"
1558,Darren Sproles,Eagles,RB,"$664,000","$743,000","$1,330,000","($587,000)","$1,343,107","$498,750","$844,357",Free Agent,
1559,Gunner Olszewski,Patriots,WR,"$241,000","$739,000","$585,833","$153,167","$563,063","$292,917","$270,146","$675,000","$64,000"
1560,Marquise Goodwin,49ers,WR,"$720,000","$736,000","$6,283,333","($5,547,333)","$1,796,424","$4,319,791","($2,523,367)","$4,500,000","($3,764,000)"
1561,Carlos Watkins,Texans,34DT,"$591,000","$736,000","$704,912","$31,088","$806,057","$616,798","$189,259","$825,000","($89,000)"
1562,Mike Pennel,Chiefs,34DE,"$713,000","$734,000","$805,000","($71,000)","$713,000","$805,000","($92,000)","$1,047,500","($313,500)"
1563,Avery Moss,Dolphins,34DE,"$604,000","$731,000","$615,000","$116,000","$1,062,188","$461,250","$600,938","$750,000","($19,000)"
1564,Spencer Long,Bills,C,"$589,000","$731,000","$4,200,000","($3,469,000)","$655,009","$3,937,500","($3,282,491)","$3,200,000","($2,469,000)"
1565,Neiko Thorpe,Seahawks,CB,"$150,000","$723,000","$1,000,000","($277,000)","$233,411","$437,500","($204,089)","$1,187,500","($464,500)"
1566,Chris Odom,Redskins,34OLB,"$605,000","$718,000","$615,000","$103,000","$605,000","$615,000","($10,000)",Free Agent,
1567,Ben Garland,49ers,C,"$660,000","$718,000","$805,000","($87,000)","$660,000","$805,000","($145,000)","$2,000,000","($1,282,000)"
1568,Chris Covington,Cowboys,43OLB,"$638,000","$715,000","$660,000","$55,000","$638,000","$660,000","($22,000)",Free Agent,
1569,Devante Bond,Bears,ILB,"$180,000","$714,000","$645,000","$69,000","$200,461","$604,688","($404,227)","$825,000","($111,000)"
1570,Darius Jennings,Titans,WR,"$209,000","$714,000","$720,000","($6,000)","$209,000","$720,000","($511,000)","$935,000","($221,000)"
1571,Roderic Teamer,Chargers,CB,"$606,000","$712,000","$585,667","$126,333","$1,608,277","$402,646","$1,205,631","$675,000","$37,000"
1572,John Cominsky,Falcons,43DE,"$641,000","$712,000","$752,098","($40,098)","$790,488","$658,086","$132,402","$675,000","$37,000"
1573,DeSean Jackson,Eagles,WR,"$711,000","$711,000","$9,000,000","($8,289,000)","$7,671,281","$1,687,500","$5,983,781","$9,000,000","($8,289,000)"
1574,Arden Key,Raiders,43DE,"$666,000","$708,000","$826,376","($118,376)","$2,072,109","$361,540","$1,710,569","$750,000","($42,000)"
1575,Ben Koyack,Jaguars,TE,"$681,000","$707,000","$720,000","($13,000)","$681,000","$720,000","($39,000)",Free Agent,
1576,Cole Luke,Panthers,CB,"$150,000","$707,000","$495,000","$212,000","$150,000","$495,000","($345,000)","$675,000","$32,000"
1577,Christian Miller,Panthers,34OLB,"$669,000","$706,000","$814,254","($108,254)","$1,037,695","$661,581","$376,114","$675,000","$31,000"
1578,Keke Coutee,Texans,WR,"$704,000","$704,000","$797,257","($93,257)","$927,938","$747,428","$180,510","$750,000","($46,000)"
1579,Alex Ellis,Eagles,TE,"$272,000","$702,000","$136,000","$566,000","$272,000","$136,000","$136,000","$825,000","($123,000)"
1580,Greg Mancz,Texans,C,"$610,000","$700,000","$3,000,000","($2,300,000)","$1,415,788","$1,687,500","($271,712)","$2,250,000","($1,550,000)"
1581,Beau Allen,Buccaneers,43DT,"$93,000","$698,000","$4,000,000","($3,302,000)","$181,888","$3,250,000","($3,068,112)","$3,900,000","($3,202,000)"
1582,Jon Hilliman,Giants,RB,"$658,000","$692,000","$136,000","$556,000","$658,000","$136,000","$522,000","$682,000","$10,000"
1583,Keaton Sutherland,Dolphins,RG,"$653,000","$687,000","$540,000","$147,000","$653,000","$540,000","$113,000","$675,000","$12,000"
1584,Kerrith Whyte,Steelers,RB,"$613,000","$684,000","$540,000","$144,000","$613,000","$540,000","$73,000","$675,000","$9,000"
1585,Ulysees Gilbert III,Steelers,ILB,$0,"$683,000","$661,960","$21,040",$0,"$289,608","($289,608)","$675,000","$8,000"
1586,Bilal Nichols,Bears,34DE,"$578,000","$681,000","$689,870","($8,870)","$994,466","$560,519","$433,947","$750,000","($69,000)"
1587,Dan Skipper,Lions,LT,"$564,000","$680,000","$540,000","$140,000","$564,000","$540,000","$24,000","$675,000","$5,000"
1588,Billy Price,Bengals,LG,"$530,000","$678,000","$2,928,123","($2,250,123)","$530,000","$2,928,123","($2,398,123)","$1,544,772","($866,772)"
1589,Evan Baylis,Packers,TE,"$271,000","$677,000","$136,000","$541,000","$271,000","$136,000","$135,000","$675,000","$2,000"
1590,Tony Jefferson,Ravens,S,"$619,000","$677,000","$8,500,000","($7,823,000)","$2,998,323","$2,656,250","$342,073",Free Agent,
1591,Tyrell Adams,Texans,ILB,"$523,000","$676,000","$720,000","($44,000)","$523,000","$720,000","($197,000)","$970,000","($294,000)"
1592,Cameron Smith,Vikings,ILB,"$538,000","$675,000","$630,000","$45,000","$538,000","$630,000","($92,000)","$675,000",$0
1593,Anthony Averett,Ravens,CB,"$240,000","$672,000","$780,250","($108,250)","$240,000","$780,250","($540,250)","$750,000","($78,000)"
1594,Spencer Ware,Chiefs,RB,"$649,000","$670,000","$805,000","($135,000)","$762,229","$754,688","$7,541",Free Agent,
1595,Josh Harvey-Clemons,Redskins,ILB,$0,"$669,000","$621,080","$47,920",$0,"$465,810","($465,810)","$825,000","($156,000)"
1596,Cam Sims,Redskins,WR,"$236,000","$668,000","$540,000","$128,000","$236,000","$540,000","($304,000)","$675,000","($7,000)"
1597,Kyle Nelson,49ers,LS,"$668,000","$668,000","$1,135,000","($467,000)","$668,000","$1,135,000","($467,000)","$1,050,000","($382,000)"
1598,Pat O'Connor,Buccaneers,43DE,"$52,000","$667,000","$645,358","$21,642","$52,000","$645,358","($593,358)","$750,000","($83,000)"
1599,Albert McClellan,Jets,ILB,"$180,000","$666,000","$930,000","($264,000)","$252,531","$290,625","($38,094)",Free Agent,
1600,Josh Woods,Bears,ILB,$0,"$665,000","$555,100","$109,900",$0,"$555,100","($555,100)","$675,000","($10,000)"
1601,Chris Hogan,Panthers,WR,"$233,000","$665,000","$1,450,000","($785,000)","$1,160,723","$634,375","$526,348",Free Agent,
1602,Mike Pouncey,Chargers,C,"$660,000","$665,000","$8,500,000","($7,835,000)","$3,694,166","$2,656,250","$1,037,916","$6,000,000","($5,335,000)"
1603,Ryan Allen,Falcons,P,"$661,000","$661,000","$805,000","($144,000)","$661,000","$805,000","($144,000)","$1,050,000","($389,000)"
1604,Jacob Tuioti-Mariner,Falcons,43DE,"$533,000","$657,000","$540,000","$117,000","$533,000","$540,000","($7,000)","$675,000","($18,000)"
1605,Armon Watts,Vikings,43DT,"$617,000","$657,000","$672,274","($15,274)","$617,000","$672,274","($55,274)","$675,000","($18,000)"
1606,Olsen Pierre,Raiders,43DT,"$652,000","$657,000","$720,000","($63,000)","$652,000","$720,000","($68,000)",Free Agent,
1607,Hassan Ridgeway,Eagles,43DT,"$503,000","$656,000","$725,056","($69,056)","$2,667,098","$317,212","$2,349,886","$1,010,000","($354,000)"
1608,Jordan Miller,Falcons,CB,"$150,000","$655,000","$688,721","($33,721)","$150,000","$688,721","($538,721)","$675,000","($20,000)"
1609,Adam Vinatieri,Colts,K,"$654,000","$654,000","$3,875,000","($3,221,000)","$877,745","$2,906,250","($2,028,505)",Free Agent,
1610,Duke Williams,Bills,WR,"$607,000","$654,000","$585,000","$69,000","$607,000","$585,000","$22,000","$675,000","($21,000)"
1611,Calvin Munson,Dolphins,ILB,"$594,000","$652,000","$577,500","$74,500","$594,000","$577,500","$16,500","$675,000","($23,000)"
1612,Akiem Hicks,Bears,34DE,"$651,000","$651,000","$12,000,000","($11,349,000)","$4,358,229","$3,750,000","$608,229","$10,300,000","($9,649,000)"
1613,Tanner Hudson,Buccaneers,TE,"$507,000","$647,000","$525,000","$122,000","$568,424","$492,188","$76,236","$750,000","($103,000)"
1614,Lane Taylor,Packers,LG,"$631,000","$644,000","$5,500,000","($4,856,000)","$2,873,334","$687,500","$2,185,834","$4,550,000","($3,906,000)"
1615,Aaron Stinnie,Buccaneers,G,"$585,000","$643,000","$615,000","$28,000","$585,000","$615,000","($30,000)","$750,000","($107,000)"
1616,Natrell Jamerson,Panthers,S,"$150,000","$641,000","$681,406","($40,406)","$184,375","$212,939","($28,564)","$750,000","($109,000)"
1617,Wes Martin,Redskins,RG,"$558,000","$640,000","$792,702","($152,702)","$841,369","$644,070","$197,299","$675,000","($35,000)"
1618,Krishawn Hogan,Saints,WR,"$176,000","$639,000","$540,000","$99,000","$177,680","$506,250","($328,570)","$675,000","($36,000)"
1619,Devante Downs,Giants,ILB,$0,"$636,000","$570,000","$66,000",$0,"$570,000","($570,000)","$750,000","($114,000)"
1620,Ryan Switzer,Steelers,WR,"$201,000","$634,000","$742,246","($108,246)","$400,743","$417,513","($16,770)","$825,000","($191,000)"
1621,Alex Redmond,Bengals,RG,"$625,000","$633,000","$645,000","($12,000)","$2,449,229","$362,813","$2,086,416","$2,133,000","($1,500,000)"
1622,Manti Te'o,Saints,ILB,"$612,000","$633,000","$805,000","($172,000)","$612,000","$805,000","($193,000)",Free Agent,
1623,Deon Yelder,Chiefs,TE,"$562,000","$631,000","$525,000","$106,000","$562,000","$525,000","$37,000","$750,000","($119,000)"
1624,Colin Holba,Giants,LS,"$629,000","$629,000","$690,000","($61,000)","$629,000","$690,000","($61,000)",Free Agent,
1625,D.J. Swearinger,Saints,S,"$599,000","$628,000","$805,000","($177,000)","$599,000","$805,000","($206,000)","$1,100,000","($472,000)"
1626,Zach Sieler,Dolphins,34DE,"$583,000","$628,000","$570,000","$58,000","$743,223","$534,375","$208,848","$750,000","($122,000)"
1627,Cyrus Jones,Broncos,CB,"$150,000","$627,000","$905,306","($278,306)","$168,563","$565,816","($397,253)",Free Agent,
1628,Forrest Lamp,Chargers,RG,"$626,000","$626,000","$1,666,727","($1,040,727)","$1,597,679","$729,193","$868,486","$1,374,123","($748,123)"
1629,James Develin,Patriots,FB,"$601,000","$625,000","$1,800,000","($1,175,000)","$1,160,416","$225,000","$935,416",Free Agent,
1630,Marquel Lee,Raiders,43OLB,"$180,000","$625,000","$663,426","($38,426)","$842,865","$207,321","$635,544","$825,000","($200,000)"
1631,Bronson Kaufusi,Jets,34DE,"$531,000","$623,000","$645,000","($22,000)","$531,000","$645,000","($114,000)","$825,000","($202,000)"
1632,Josh Watson,Broncos,ILB,$0,"$623,000","$540,000","$83,000",$0,"$540,000","($540,000)","$675,000","($52,000)"
1633,Tom Compton,Jets,RG,"$494,000","$621,000","$1,600,000","($979,000)","$781,518","$1,400,000","($618,482)","$2,750,000","($2,129,000)"
1634,Bryce Hager,Rams,ILB,"$180,000","$621,000","$805,000","($184,000)","$563,906","$452,813","$111,093",Free Agent,
1635,Quincy Williams,Jaguars,43OLB,"$555,000","$621,000","$876,509","($255,509)","$1,789,602","$602,600","$1,187,002","$675,000","($54,000)"
1636,Treyvon Hester,Redskins,34DE,"$160,000","$621,000","$645,000","($24,000)","$160,000","$645,000","($485,000)","$850,000","($229,000)"
1637,Justin Layne,Steelers,CB,"$150,000","$618,000","$920,795","($302,795)","$150,000","$920,795","($770,795)","$675,000","($57,000)"
1638,Stephen Gostkowski,Patriots,K,"$618,000","$618,000","$4,250,000","($3,632,000)","$2,385,444","$1,062,500","$1,322,944",Free Agent,
1639,Ryan Hunter,Chiefs,RG,"$574,000","$616,000","$540,000","$76,000","$574,000","$540,000","$34,000","$675,000","($59,000)"
1640,Damontre Moore,49ers,43DE,"$590,000","$616,000","$805,000","($189,000)","$2,135,313","$553,438","$1,581,875",Free Agent,
1641,Zak DeOssie,Giants,LS,"$614,000","$614,000","$1,120,000","($506,000)","$875,108","$770,000","$105,108",Free Agent,
1642,John Kelly,Rams,RB,"$487,000","$614,000","$660,000","($46,000)","$487,000","$660,000","($173,000)","$750,000","($136,000)"
1643,Will Richardson,Jaguars,RT,"$474,000","$611,000","$765,698","($154,698)","$474,000","$765,698","($291,698)","$750,000","($139,000)"
1644,Luke Rhodes,Colts,LS,$0,"$609,000","$1,212,500","($603,500)",$0,"$1,212,500","($1,212,500)","$910,000","($301,000)"
1645,KeeSean Johnson,Cardinals,WR,"$591,000","$609,000","$682,328","($73,328)","$591,000","$682,328","($91,328)","$675,000","($66,000)"
1646,Ryan Succop,Titans,K,"$609,000","$609,000","$4,000,000","($3,391,000)","$1,810,865","$1,250,000","$560,865",Free Agent,
1647,Chandler Brewer,Rams,LG,"$528,000","$607,000","$540,000","$67,000","$528,000","$540,000","($12,000)","$675,000","($68,000)"
1648,Kylie Fitts,Cardinals,34OLB,"$485,000","$606,000","$615,000","($9,000)","$485,000","$615,000","($130,000)","$750,000","($144,000)"
1649,Kyle Long,Bears,RG,"$566,000","$603,000","$6,100,000","($5,497,000)","$3,637,700","$1,525,000","$2,112,700",Free Agent,
1650,Josh Mauro,Raiders,43DE,"$534,000","$603,000",$0,"$603,000","$647,510",$0,"$647,510",Free Agent,
1651,Dexter Williams,Packers,RB,"$502,000","$602,000","$671,514","($69,514)","$502,000","$671,514","($169,514)","$675,000","($73,000)"
1652,Michael Badgley,Chargers,K,"$600,000","$600,000","$570,000","$30,000","$1,284,063","$285,000","$999,063","$750,000","($150,000)"
1653,Chris Milton,Titans,CB,"$150,000","$599,000","$1,500,000","($901,000)","$176,786","$562,500","($385,714)","$1,000,000","($401,000)"
1654,Jonathan Ledbetter,Dolphins,34DE,"$573,000","$599,000","$590,000","$9,000","$7,224,094","$36,875","$7,187,219",Free Agent,
1655,Greg Mabin,Bengals,CB,"$150,000","$594,000","$645,000","($51,000)","$150,000","$645,000","($495,000)","$825,000","($231,000)"
1656,Scott Miller,Buccaneers,WR,"$586,000","$594,000","$661,960","($67,960)","$1,153,429","$496,470","$656,959","$675,000","($81,000)"
1657,Trayveon Williams,Bengals,RB,$0,"$592,000","$675,496","($83,496)",$0,"$591,059","($591,059)","$675,000","($83,000)"
1658,Dontrelle Inman,Colts,WR,"$591,000","$591,000","$805,000","($214,000)","$591,000","$805,000","($214,000)",Free Agent,
1659,Kai Forbath,Cowboys,K,"$591,000","$591,000","$930,000","($339,000)","$591,000","$930,000","($339,000)","$1,187,500","($596,500)"
1660,Senio Kelemete,Texans,LG,"$577,000","$590,000","$3,125,000","($2,535,000)","$2,774,500","$195,313","$2,579,187","$3,250,000","($2,660,000)"
1661,Tyquan Lewis,Colts,43DT,"$542,000","$587,000","$1,091,514","($504,514)","$833,725","$818,636","$15,089","$876,914","($289,914)"
1662,Roosevelt Nix,Steelers,FB,"$474,000","$585,000","$1,743,750","($1,158,750)","$672,521","$326,953","$345,568","$960,000","($375,000)"
1663,Tuzar Skipper,Steelers,34OLB,"$512,000","$583,000","$495,000","$88,000","$512,000","$495,000","$17,000","$675,000","($92,000)"
1664,Grant Haley,Giants,CB,"$438,000","$580,000","$525,000","$55,000","$438,000","$525,000","($87,000)","$750,000","($170,000)"
1665,Isaiah Johnson,Raiders,CB,"$150,000","$580,000","$795,573","($215,573)","$150,000","$795,573","($645,573)","$675,000","($95,000)"
1666,Josh Adams,Jets,RB,"$508,000","$579,000","$615,000","($36,000)","$508,000","$615,000","($107,000)","$750,000","($171,000)"
1667,Joe Jackson,Cowboys,43DE,"$533,000","$573,000","$701,696","($128,696)","$533,000","$701,696","($168,696)","$675,000","($102,000)"
1668,D.J. Foster,Cardinals,RB,$0,"$572,000","$645,000","($73,000)",$0,"$241,875","($241,875)","$825,000","($253,000)"
1669,Josh Norman,Redskins,CB,"$562,000","$567,000","$15,000,000","($14,433,000)","$1,028,327","$13,125,000","($12,096,673)","$6,000,000","($5,433,000)"
1670,Cassanova McKinzy,Redskins,34OLB,"$503,000","$566,000","$136,000","$430,000","$571,078","$127,500","$443,578",Free Agent,
1671,Brandon Mebane,Chargers,43DT,"$557,000","$562,000","$4,650,000","($4,088,000)","$923,161","$3,778,125","($2,854,964)",Free Agent,
1672,JoJo Natson,Rams,WR,$0,"$559,000","$645,000","($86,000)",$0,"$483,750","($483,750)","$1,000,000","($441,000)"
1673,Nigel Harris,Titans,ILB,"$495,000","$556,000","$170,000","$386,000","$495,000","$170,000","$325,000","$675,000","($119,000)"
1674,Noah Spence,Saints,43DE,"$526,000","$555,000","$720,000","($165,000)","$526,000","$720,000","($194,000)","$910,000","($355,000)"
1675,Rakeem Nunez-Roches,Buccaneers,43DT,"$81,000","$553,000","$895,000","($342,000)","$81,000","$895,000","($814,000)","$1,500,000","($947,000)"
1676,Anthony Zettel,49ers,43DE,"$502,000","$547,000","$720,000","($173,000)","$502,000","$720,000","($218,000)","$1,000,000","($453,000)"
1677,Ray-Ray Armstrong,Cowboys,ILB,$0,"$546,000","$805,000","($259,000)",$0,"$805,000","($805,000)",Free Agent,
1678,Jamil Demby,Rams,LG,"$464,000","$546,000","$570,000","($24,000)","$464,000","$570,000","($106,000)","$750,000","($204,000)"
1679,Austin Bryant,Lions,43DE,"$494,000","$544,000","$813,158","($269,158)","$1,653,641","$254,112","$1,399,529","$675,000","($131,000)"
1680,Wes Hills,Lions,RB,"$540,000","$540,000","$540,000",$0,"$540,000","$540,000",$0,"$675,000","($135,000)"
1681,Josh Ferguson,Redskins,RB,"$485,000","$540,000","$690,000","($150,000)","$485,000","$690,000","($205,000)","$825,000","($285,000)"
1682,Marshawn Lynch,Seahawks,RB,"$539,000","$539,000","$1,030,000","($491,000)","$539,000","$1,030,000","($491,000)",Free Agent,
1683,James Vaughters,Bears,34OLB,"$475,000","$538,000","$136,000","$402,000","$475,000","$136,000","$339,000","$675,000","($137,000)"
1684,Demone Harris,Chiefs,43DE,"$495,000","$537,000","$615,000","($78,000)","$495,000","$615,000","($120,000)","$750,000","($213,000)"
1685,Xavien Howard,Dolphins,CB,"$462,000","$536,000","$15,050,000","($14,514,000)","$3,888,041","$4,703,125","($815,084)","$11,925,000","($11,389,000)"
1686,Jakob Johnson,Patriots,FB,"$474,000","$535,000","$540,000","($5,000)","$692,250","$202,500","$489,750","$675,000","($140,000)"
1687,Kerry Wynn,Bengals,43DE,"$463,000","$534,000","$1,400,000","($866,000)","$854,125","$175,000","$679,125",Free Agent,
1688,Parker Ehinger,Ravens,LG,"$504,000","$533,000","$645,000","($112,000)","$504,000","$645,000","($141,000)",Free Agent,
1689,Ahmad Thomas,Falcons,S,"$495,000","$532,000","$615,000","($83,000)","$495,000","$615,000","($120,000)","$750,000","($218,000)"
1690,Dante Pettis,49ers,WR,"$520,000","$528,000","$1,600,141","($1,072,141)","$909,806","$1,400,123","($490,317)","$1,061,870","($533,870)"
1691,Adam Gotsis,Broncos,34DE,"$44,000","$528,000","$984,476","($456,476)","$344,356","$799,887","($455,531)",Free Agent,
1692,Dalyn Dawkins,Titans,RB,"$528,000","$528,000","$136,000","$392,000","$528,000","$136,000","$392,000","$750,000","($222,000)"
1693,B.J. Bello,Jets,ILB,$0,"$527,000","$645,000","($118,000)",$0,"$645,000","($645,000)","$825,000","($298,000)"
1694,Tim Williams,Packers,34OLB,"$515,000","$526,000","$645,000","($119,000)","$515,000","$645,000","($130,000)","$875,000","($349,000)"
1695,Devin Smith,Cowboys,WR,"$508,000","$524,000","$690,000","($166,000)","$799,141","$646,875","$152,266","$825,000","($301,000)"
